dir,change,count
results/psweep_v4/Qwen3-8B,XOR -> XDH,1
results/psweep_v4/Qwen3-8B,miR-9-5p -> MIR-9,1
results/psweep_v4/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/psweep_v4/Qwen3-8B,A3AR -> ADORA3,1
results/psweep_v4/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/psweep_v4/Qwen3-8B,PAR2 -> F2RL1,3
results/psweep_v4/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/psweep_v4/Qwen3-8B,Rip3 -> RIPK3,1
results/psweep_v4/Qwen3-8B,TGF beta -> TGFB1,1
results/psweep_v4/Qwen3-8B,CD59a -> CD59,1
results/psweep_v4/Qwen3-8B,Mig6 -> ERRFI1,1
results/psweep_v4/Qwen3-8B,SDF-1 -> CXCL12,3
results/psweep_v4/Qwen3-8B,IL1RA -> IL1RN,1
results/psweep_v4/Qwen3-8B,VEGFR-3 -> FLT4,1
results/psweep_v4/Qwen3-8B,BTZ -> CASC3,1
results/psweep_v4/Qwen3-8B,TGF-β -> TGFB1,1
results/psweep_v4/Qwen3-8B,Cd11b -> ITGAM,2
results/psweep_v4/Qwen3-8B,Zcchc6 -> TUT7,1
results/psweep_v4/Qwen3-8B,Lox1 -> OLR1,1
results/psweep_v4/Qwen3-8B,Il17 -> IL17A,1
results/psweep_v4/Qwen3-8B,Alk5 -> TGFBR1,1
results/psweep_v4/Qwen3-8B,NCAM -> NCAM1,2
results/psweep_v4/Qwen3-8B,NF-κB -> NFKB1,1
results/psweep_v4/Qwen3-8B,TNF-α -> TNF,1
results/psweep_v4/Qwen3-8B,Caspase-3 -> CASP3,1
results/psweep_v4/Qwen3-8B,Ob-Rb -> LEPR,1
results/psweep_v4/Qwen3-8B,Del1 -> EDIL3,1
results/psweep_v4/Qwen3-8B,Nrf2 -> NFE2L2,1
results/psweep_v4/Qwen3-8B,IKKε -> IKBKE,1
results/psweep_v4/Qwen3-8B,L-PGDS -> PTGDS,1
results/psweep_v4/Qwen3-8B,JNK -> MAPK8,1
results/psweep_v4/Qwen3-8B,Mig-6 -> ERRFI1,1
results/psweep_v4/Qwen3-8B,c-Fos -> FOS,1
results/psweep_v4/Qwen3-8B,Bcat -> BLNK,1
results/psweep_v4/Qwen3-8B,Opg -> TNFRSF11B,1
results/psweep_v4/Qwen3-8B,A20 -> TNFAIP3,1
results/psweep_v4/Qwen3-8B,Lubricin -> PRG4,2
results/psweep_v4/Qwen3-8B,PCAF -> KAT2B,1
results/psweep_v4/Qwen3-8B,Rsk3 -> RPS6KA2,2
results/psweep_v4/Qwen3-8B,Gmcsf -> CSF2,1
results/psweep_v4/Qwen3-8B,p38α/β -> MAPK14,2
results/psweep_v4/Qwen3-8B,OPN -> SPP1,1
results/psweep_v4/Qwen3-8B,p21 -> CDKN1A,1
results/psweep_v4/Qwen3-8B,TDP-43 -> TARDBP,1
results/psweep_v4/Qwen3-8B,Pkcd -> PRRT2,1
results/psweep_v4/Qwen3-8B,Atf6α -> ATF6,1
results/psweep_v4/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/psweep_v4/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/psweep_v4/Qwen3-8B,Nox2 -> CYBB,1
results/psweep_v4/Qwen3-8B,Glut1 -> SLC2A1,3
results/psweep_v4/Qwen3-8B,Tankyrase -> TNKS,1
results/psweep_v4/Qwen3-8B,miR-204-5p -> MIR-204,1
results/psweep_v4/Qwen3-8B,St2 -> IL1RL1,1
results/psweep_v4/Qwen3-8B,Akt -> AKT1,1
results/psweep_v4/Qwen3-8B,PAR-2 -> F2RL1,1
results/psweep_v4/Qwen3-8B,PAR-1 -> F2R,1
results/magi_think_v3/Magistral-Small-2509,Et1 -> EDN1,1
results/magi_think_v3/Magistral-Small-2509,miR-877-5p -> MIR-877,1
results/magi_think_v3/Magistral-Small-2509,XOR -> XDH,1
results/magi_think_v3/Magistral-Small-2509,miR-9-5p -> MIR-9,1
results/magi_think_v3/Magistral-Small-2509,Hic-5 -> TGFB1I1,1
results/magi_think_v3/Magistral-Small-2509,miR-10a-5p -> MIR-10A,2
results/magi_think_v3/Magistral-Small-2509,Sclerostin -> SOST,3
results/magi_think_v3/Magistral-Small-2509,Rip3 -> RIPK3,2
results/magi_think_v3/Magistral-Small-2509,RAGE -> AGER,1
results/magi_think_v3/Magistral-Small-2509,Cd59a -> CD59,1
results/magi_think_v3/Magistral-Small-2509,Mig6 -> ERRFI1,2
results/magi_think_v3/Magistral-Small-2509,Sdf1 -> CXCL12,1
results/magi_think_v3/Magistral-Small-2509,Tgfb -> TGFB1,1
results/magi_think_v3/Magistral-Small-2509,CD11b -> ITGAM,1
results/magi_think_v3/Magistral-Small-2509,Zcchc6 -> TUT7,1
results/magi_think_v3/Magistral-Small-2509,LOX-1 -> OLR1,1
results/magi_think_v3/Magistral-Small-2509,Il17 -> IL17A,1
results/magi_think_v3/Magistral-Small-2509,Alk5 -> TGFBR1,1
results/magi_think_v3/Magistral-Small-2509,Ncam -> NCAM1,1
results/magi_think_v3/Magistral-Small-2509,Nfkb -> NFKB1,1
results/magi_think_v3/Magistral-Small-2509,Ob-Rb -> LEPR,1
results/magi_think_v3/Magistral-Small-2509,Nrf2 -> NFE2L2,1
results/magi_think_v3/Magistral-Small-2509,HDAC -> HDAC9,1
results/magi_think_v3/Magistral-Small-2509,IKKε -> IKBKE,1
results/magi_think_v3/Magistral-Small-2509,L-PGDS -> PTGDS,1
results/magi_think_v3/Magistral-Small-2509,JNK -> MAPK8,1
results/magi_think_v3/Magistral-Small-2509,Mig-6 -> ERRFI1,1
results/magi_think_v3/Magistral-Small-2509,β-catenin -> CTNNB1,1
results/magi_think_v3/Magistral-Small-2509,Opg -> TNFRSF11B,1
results/magi_think_v3/Magistral-Small-2509,PAR2 -> F2RL1,2
results/magi_think_v3/Magistral-Small-2509,A20 -> TNFAIP3,1
results/magi_think_v3/Magistral-Small-2509,Calcitonin -> CALCA,1
results/magi_think_v3/Magistral-Small-2509,Jmjd3 -> KDM6B,1
results/magi_think_v3/Magistral-Small-2509,PI3K -> PIK3CA,1
results/magi_think_v3/Magistral-Small-2509,p21 -> CDKN1A,1
results/magi_think_v3/Magistral-Small-2509,TDP-43 -> TARDBP,1
results/magi_think_v3/Magistral-Small-2509,PKCδ -> PRRT2,1
results/magi_think_v3/Magistral-Small-2509,miR-181a-5p -> MIR-181A,2
results/magi_think_v3/Magistral-Small-2509,miR-18a-3p -> MIR-18A,1
results/magi_think_v3/Magistral-Small-2509,Nox2 -> CYBB,1
results/magi_think_v3/Magistral-Small-2509,Glut1 -> SLC2A1,2
results/magi_think_v3/Magistral-Small-2509,miR-204-5p -> MIR-204,1
results/magi_think_v3/Magistral-Small-2509,ST2 -> IL1RL1,1
results/magi_think_v3/Magistral-Small-2509,miR-455-3p -> MIR-455,1
results/magi_think_v3/Magistral-Small-2509,PAR-2 -> F2RL1,1
results/magi_think_v3/Magistral-Small-2509,PAR-1 -> F2R,1
results/tsweep_t03_s3/Qwen3-8B,ET1 -> EDN1,1
results/tsweep_t03_s3/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t03_s3/Qwen3-8B,Xor -> XDH,1
results/tsweep_t03_s3/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t03_s3/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t03_s3/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t03_s3/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/tsweep_t03_s3/Qwen3-8B,PAR2 -> F2RL1,3
results/tsweep_t03_s3/Qwen3-8B,TNF-alpha -> TNF,1
results/tsweep_t03_s3/Qwen3-8B,Rip3 -> RIPK3,2
results/tsweep_t03_s3/Qwen3-8B,TGF beta -> TGFB1,1
results/tsweep_t03_s3/Qwen3-8B,Rage -> AGER,1
results/tsweep_t03_s3/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t03_s3/Qwen3-8B,Mig6 -> ERRFI1,2
results/tsweep_t03_s3/Qwen3-8B,SDF-1 -> CXCL12,2
results/tsweep_t03_s3/Qwen3-8B,Il1ra -> IL1RN,2
results/tsweep_t03_s3/Qwen3-8B,Sdf1 -> CXCL12,1
results/tsweep_t03_s3/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t03_s3/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t03_s3/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t03_s3/Qwen3-8B,LOX-1 -> OLR1,1
results/tsweep_t03_s3/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t03_s3/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t03_s3/Qwen3-8B,NCAM -> NCAM1,1
results/tsweep_t03_s3/Qwen3-8B,NF-κB -> NFKB1,2
results/tsweep_t03_s3/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t03_s3/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t03_s3/Qwen3-8B,Tnfa -> TNF,1
results/tsweep_t03_s3/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t03_s3/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t03_s3/Qwen3-8B,JNK -> MAPK8,1
results/tsweep_t03_s3/Qwen3-8B,c-Fos -> FOS,1
results/tsweep_t03_s3/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t03_s3/Qwen3-8B,Perf -> FABP9,1
results/tsweep_t03_s3/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t03_s3/Qwen3-8B,PCAF -> KAT2B,1
results/tsweep_t03_s3/Qwen3-8B,Rsk3 -> RPS6KA2,2
results/tsweep_t03_s3/Qwen3-8B,Gmcsf -> CSF2,1
results/tsweep_t03_s3/Qwen3-8B,Jmjd3 -> KDM6B,1
results/tsweep_t03_s3/Qwen3-8B,Cox2 -> PTGS2,1
results/tsweep_t03_s3/Qwen3-8B,OPN -> SPP1,1
results/tsweep_t03_s3/Qwen3-8B,p21 -> CDKN1A,1
results/tsweep_t03_s3/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t03_s3/Qwen3-8B,Pkcδ -> PRRT2,1
results/tsweep_t03_s3/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t03_s3/Qwen3-8B,miR-18a-3p -> MIR-18A,1
results/tsweep_t03_s3/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t03_s3/Qwen3-8B,VEGF -> VEGFA,1
results/tsweep_t03_s3/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t03_s3/Qwen3-8B,Tankyrase -> TNKS,1
results/tsweep_t03_s3/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t03_s3/Qwen3-8B,St2 -> IL1RL1,1
results/tsweep_t03_s3/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t03_s3/Qwen3-8B,HIF-2α -> EPAS1,1
results/tsweep_t03_s3/Qwen3-8B,PAR-1 -> F2R,1
results/tsweep_t03_s3/Qwen3-8B,PAR-2 -> F2RL1,1
results/tsweep_t09_s1/Qwen3-8B,ET-1 -> EDN1,1
results/tsweep_t09_s1/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t09_s1/Qwen3-8B,XOR -> XDH,1
results/tsweep_t09_s1/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t09_s1/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t09_s1/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t09_s1/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/tsweep_t09_s1/Qwen3-8B,PAR2 -> F2RL1,2
results/tsweep_t09_s1/Qwen3-8B,TNF-alpha -> TNF,1
results/tsweep_t09_s1/Qwen3-8B,Rip3 -> RIPK3,2
results/tsweep_t09_s1/Qwen3-8B,Rage -> AGER,1
results/tsweep_t09_s1/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t09_s1/Qwen3-8B,Mig6 -> ERRFI1,2
results/tsweep_t09_s1/Qwen3-8B,SDF-1 -> CXCL12,2
results/tsweep_t09_s1/Qwen3-8B,IL1RA -> IL1RN,1
results/tsweep_t09_s1/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t09_s1/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t09_s1/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t09_s1/Qwen3-8B,LOX-1 -> OLR1,1
results/tsweep_t09_s1/Qwen3-8B,Il1ra -> IL1RN,1
results/tsweep_t09_s1/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t09_s1/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t09_s1/Qwen3-8B,NCAM -> NCAM1,2
results/tsweep_t09_s1/Qwen3-8B,NF-κB -> NFKB1,1
results/tsweep_t09_s1/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t09_s1/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t09_s1/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t09_s1/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t09_s1/Qwen3-8B,PLA2 -> PLA2G1B,1
results/tsweep_t09_s1/Qwen3-8B,Cfos -> FOS,1
results/tsweep_t09_s1/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t09_s1/Qwen3-8B,Perforin -> PRF1,1
results/tsweep_t09_s1/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t09_s1/Qwen3-8B,PCAF -> KAT2B,1
results/tsweep_t09_s1/Qwen3-8B,Rsk3 -> RPS6KA2,2
results/tsweep_t09_s1/Qwen3-8B,Gmcsf -> CSF2,1
results/tsweep_t09_s1/Qwen3-8B,Jmjd3 -> KDM6B,1
results/tsweep_t09_s1/Qwen3-8B,Cox2 -> PTGS2,1
results/tsweep_t09_s1/Qwen3-8B,OPN -> SPP1,1
results/tsweep_t09_s1/Qwen3-8B,p21 -> CDKN1A,1
results/tsweep_t09_s1/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t09_s1/Qwen3-8B,PKCδ -> PRRT2,1
results/tsweep_t09_s1/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t09_s1/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/tsweep_t09_s1/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/tsweep_t09_s1/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t09_s1/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t09_s1/Qwen3-8B,Tankyrase -> TNKS,1
results/tsweep_t09_s1/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t09_s1/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t09_s1/Qwen3-8B,PAR-2 -> F2RL1,1
results/tsweep_t09_s1/Qwen3-8B,PAR-1 -> F2R,1
results/q8b_think_v6full/Qwen3-8B,XOR -> XDH,1
results/q8b_think_v6full/Qwen3-8B,HIC5 -> TGFB1I1,1
results/q8b_think_v6full/Qwen3-8B,NEUTROPHIL ELASTASE -> ELANE,1
results/q8b_think_v6full/Qwen3-8B,PAR2 -> F2RL1,5
results/q8b_think_v6full/Qwen3-8B,SCLEROSTIN -> SOST,4
results/q8b_think_v6full/Qwen3-8B,RIP3 -> RIPK3,3
results/q8b_think_v6full/Qwen3-8B,RAGE -> AGER,1
results/q8b_think_v6full/Qwen3-8B,MIG6 -> ERRFI1,2
results/q8b_think_v6full/Qwen3-8B,IL1RA -> IL1RN,2
results/q8b_think_v6full/Qwen3-8B,VEGFR3 -> FLT4,1
results/q8b_think_v6full/Qwen3-8B,SDF1 -> CXCL12,2
results/q8b_think_v6full/Qwen3-8B,TGFB -> TGFB1,1
results/q8b_think_v6full/Qwen3-8B,CD11B -> ITGAM,1
results/q8b_think_v6full/Qwen3-8B,ZCCHC6 -> TUT7,1
results/q8b_think_v6full/Qwen3-8B,LOX1 -> OLR1,1
results/q8b_think_v6full/Qwen3-8B,IL17 -> IL17A,1
results/q8b_think_v6full/Qwen3-8B,ALK5 -> TGFBR1,1
results/q8b_think_v6full/Qwen3-8B,NCAM -> NCAM1,2
results/q8b_think_v6full/Qwen3-8B,TENASCINC -> TNC,2
results/q8b_think_v6full/Qwen3-8B,NRF2 -> NFE2L2,1
results/q8b_think_v6full/Qwen3-8B,LPGDS -> PTGDS,1
results/q8b_think_v6full/Qwen3-8B,BETACATENIN -> CTNNB1,1
results/q8b_think_v6full/Qwen3-8B,OPG -> TNFRSF11B,1
results/q8b_think_v6full/Qwen3-8B,PERF -> FABP9,1
results/q8b_think_v6full/Qwen3-8B,GALECTIN3 -> LGALS3,1
results/q8b_think_v6full/Qwen3-8B,A20 -> TNFAIP3,1
results/q8b_think_v6full/Qwen3-8B,LUBRICIN -> PRG4,1
results/q8b_think_v6full/Qwen3-8B,PCAF -> KAT2B,1
results/q8b_think_v6full/Qwen3-8B,RSK3 -> RPS6KA2,2
results/q8b_think_v6full/Qwen3-8B,GM-CSF -> CSF2,1
results/q8b_think_v6full/Qwen3-8B,JMJD3 -> KDM6B,1
results/q8b_think_v6full/Qwen3-8B,OPN -> SPP1,1
results/q8b_think_v6full/Qwen3-8B,P21 -> CDKN1A,1
results/q8b_think_v6full/Qwen3-8B,TDP43 -> TARDBP,1
results/q8b_think_v6full/Qwen3-8B,NOX2 -> CYBB,1
results/q8b_think_v6full/Qwen3-8B,GLUT1 -> SLC2A1,2
results/q8b_think_v6full/Qwen3-8B,ST2 -> IL1RL1,1
results/q8b_think_v6full/Qwen3-8B,MIR-455-3P -> MIR-455,1
results/q8b_think_v6full/Qwen3-8B,PAR1 -> F2R,1
results/tsweep_t06_s2/Qwen3-8B,ET1 -> EDN1,1
results/tsweep_t06_s2/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t06_s2/Qwen3-8B,Xor -> XDH,1
results/tsweep_t06_s2/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t06_s2/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t06_s2/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t06_s2/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/tsweep_t06_s2/Qwen3-8B,PAR2 -> F2RL1,3
results/tsweep_t06_s2/Qwen3-8B,Rip3 -> RIPK3,2
results/tsweep_t06_s2/Qwen3-8B,Rage -> AGER,1
results/tsweep_t06_s2/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t06_s2/Qwen3-8B,Mig6 -> ERRFI1,3
results/tsweep_t06_s2/Qwen3-8B,SDF-1 -> CXCL12,2
results/tsweep_t06_s2/Qwen3-8B,Il1ra -> IL1RN,2
results/tsweep_t06_s2/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t06_s2/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t06_s2/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t06_s2/Qwen3-8B,Lox1 -> OLR1,1
results/tsweep_t06_s2/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t06_s2/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t06_s2/Qwen3-8B,NCAM -> NCAM1,1
results/tsweep_t06_s2/Qwen3-8B,NF-κB -> NFKB1,1
results/tsweep_t06_s2/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t06_s2/Qwen3-8B,Del1 -> EDIL3,1
results/tsweep_t06_s2/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t06_s2/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t06_s2/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t06_s2/Qwen3-8B,PLA2 -> PLA2G1B,1
results/tsweep_t06_s2/Qwen3-8B,c-Fos -> FOS,1
results/tsweep_t06_s2/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t06_s2/Qwen3-8B,Perf -> FABP9,1
results/tsweep_t06_s2/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t06_s2/Qwen3-8B,PCAF -> KAT2B,1
results/tsweep_t06_s2/Qwen3-8B,RSK3 -> RPS6KA2,2
results/tsweep_t06_s2/Qwen3-8B,Gmcsf -> CSF2,1
results/tsweep_t06_s2/Qwen3-8B,Jmjd3 -> KDM6B,1
results/tsweep_t06_s2/Qwen3-8B,COX2 -> PTGS2,1
results/tsweep_t06_s2/Qwen3-8B,OPN -> SPP1,1
results/tsweep_t06_s2/Qwen3-8B,p21 -> CDKN1A,1
results/tsweep_t06_s2/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t06_s2/Qwen3-8B,Pkcδ -> PRRT2,1
results/tsweep_t06_s2/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t06_s2/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/tsweep_t06_s2/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/tsweep_t06_s2/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t06_s2/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t06_s2/Qwen3-8B,Tankyrase -> TNKS,1
results/tsweep_t06_s2/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t06_s2/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t06_s2/Qwen3-8B,PAR-1 -> F2R,1
results/tsweep_t06_s2/Qwen3-8B,PAR-2 -> F2RL1,1
results/qwen36_full/Qwen3.6-27B,ET-1 -> EDN1,1
results/qwen36_full/Qwen3.6-27B,miR-877-5p -> MIR-877,1
results/qwen36_full/Qwen3.6-27B,XOR -> XDH,1
results/qwen36_full/Qwen3.6-27B,miR-9-5p -> MIR-9,1
results/qwen36_full/Qwen3.6-27B,Hic-5 -> TGFB1I1,1
results/qwen36_full/Qwen3.6-27B,Adenosine A3 receptor -> ADORA3,1
results/qwen36_full/Qwen3.6-27B,miR-10a-5p -> MIR-10A,2
results/qwen36_full/Qwen3.6-27B,Par2 -> F2RL1,1
results/qwen36_full/Qwen3.6-27B,TNF-alpha -> TNF,1
results/qwen36_full/Qwen3.6-27B,Rip3 -> RIPK3,2
results/qwen36_full/Qwen3.6-27B,RIP3 -> RIPK3,1
results/qwen36_full/Qwen3.6-27B,CD59a -> CD59,1
results/qwen36_full/Qwen3.6-27B,Mig6 -> ERRFI1,1
results/qwen36_full/Qwen3.6-27B,SDF-1 -> CXCL12,1
results/qwen36_full/Qwen3.6-27B,IL1R -> IL1R1,1
results/qwen36_full/Qwen3.6-27B,VEGFR-3 -> FLT4,1
results/qwen36_full/Qwen3.6-27B,TGF-β -> TGFB1,1
results/qwen36_full/Qwen3.6-27B,CD11b -> ITGAM,1
results/qwen36_full/Qwen3.6-27B,Zcchc6 -> TUT7,1
results/qwen36_full/Qwen3.6-27B,LOX-1 -> OLR1,1
results/qwen36_full/Qwen3.6-27B,Il17 -> IL17A,1
results/qwen36_full/Qwen3.6-27B,Il1rn -> IL1RN,1
results/qwen36_full/Qwen3.6-27B,Alk5 -> TGFBR1,1
results/qwen36_full/Qwen3.6-27B,NCAM -> NCAM1,2
results/qwen36_full/Qwen3.6-27B,NF-κB -> NFKB1,1
results/qwen36_full/Qwen3.6-27B,Ob-Rb -> LEPR,1
results/qwen36_full/Qwen3.6-27B,Nrf2 -> NFE2L2,1
results/qwen36_full/Qwen3.6-27B,HDAC -> HDAC9,1
results/qwen36_full/Qwen3.6-27B,OSM -> OSM,1
results/qwen36_full/Qwen3.6-27B,TNFalpha -> TNF,1
results/qwen36_full/Qwen3.6-27B,L-PGDS -> PTGDS,1
results/qwen36_full/Qwen3.6-27B,JNK -> MAPK8,1
results/qwen36_full/Qwen3.6-27B,Mig-6 -> ERRFI1,1
results/qwen36_full/Qwen3.6-27B,FoxO1 -> FOXO1,7
results/qwen36_full/Qwen3.6-27B,FoxO3 -> FOXO3,7
results/qwen36_full/Qwen3.6-27B,FoxO4 -> FOXO4,7
results/qwen36_full/Qwen3.6-27B,Opg -> TNFRSF11B,1
results/qwen36_full/Qwen3.6-27B,PAR2 -> F2RL1,2
results/qwen36_full/Qwen3.6-27B,Ccl2 -> CCL2,1
results/qwen36_full/Qwen3.6-27B,Ccr2 -> CCR2,1
results/qwen36_full/Qwen3.6-27B,Lum -> LUM,1
results/qwen36_full/Qwen3.6-27B,Fmod -> FMOD,1
results/qwen36_full/Qwen3.6-27B,Perf -> FABP9,1
results/qwen36_full/Qwen3.6-27B,Galectin-3 -> LGALS3,1
results/qwen36_full/Qwen3.6-27B,A20 -> TNFAIP3,1
results/qwen36_full/Qwen3.6-27B,5-LOX -> ALOX5,1
results/qwen36_full/Qwen3.6-27B,Calcitonin -> CALCA,1
results/qwen36_full/Qwen3.6-27B,PCAF -> KAT2B,1
results/qwen36_full/Qwen3.6-27B,RSK-3 -> RPS6KA2,2
results/qwen36_full/Qwen3.6-27B,Jmjd3 -> KDM6B,1
results/qwen36_full/Qwen3.6-27B,OPN -> SPP1,1
results/qwen36_full/Qwen3.6-27B,Cathepsin K -> CTSK,2
results/qwen36_full/Qwen3.6-27B,TDP-43 -> TARDBP,1
results/qwen36_full/Qwen3.6-27B,PKCδ -> PRRT2,1
results/qwen36_full/Qwen3.6-27B,Atf6a -> ATF6,1
results/qwen36_full/Qwen3.6-27B,miR-181a-5p -> MIR-181A,2
results/qwen36_full/Qwen3.6-27B,miR-18a-3p -> MIR-18A,1
results/qwen36_full/Qwen3.6-27B,Nox2 -> CYBB,1
results/qwen36_full/Qwen3.6-27B,sFlt-1 -> SFLT1,1
results/qwen36_full/Qwen3.6-27B,BMP-4 -> BMP4,1
results/qwen36_full/Qwen3.6-27B,Glut1 -> SLC2A1,2
results/qwen36_full/Qwen3.6-27B,Tankyrase -> TNKS,1
results/qwen36_full/Qwen3.6-27B,Chondroitin sulfate -> CHONDROITINSULFATE,2
results/qwen36_full/Qwen3.6-27B,Glucosamine sulfate -> GLUCOSAMINESULFATE,1
results/qwen36_full/Qwen3.6-27B,Glucosamine hydrochloride -> GLUCOSAMINEHYDROCHLORIDE,1
results/qwen36_full/Qwen3.6-27B,miR-204-5p -> MIR-204,1
results/qwen36_full/Qwen3.6-27B,ST2 -> IL1RL1,1
results/qwen36_full/Qwen3.6-27B,miR-455-3p -> MIR-455,1
results/qwen36_full/Qwen3.6-27B,Adamts4 -> ADAMTS4,1
results/qwen36_full/Qwen3.6-27B,Adamts5 -> ADAMTS5,1
results/qwen36_full/Qwen3.6-27B,PAR-1 -> F2R,1
results/qwen36_full/Qwen3.6-27B,PAR-2 -> F2RL1,1
results/tsweep_t12_s2/Qwen3-8B,ET1 -> EDN1,1
results/tsweep_t12_s2/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t12_s2/Qwen3-8B,XOR -> XDH,1
results/tsweep_t12_s2/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t12_s2/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t12_s2/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t12_s2/Qwen3-8B,Neutrophil Elastase -> ELANE,1
results/tsweep_t12_s2/Qwen3-8B,PAR2 -> F2RL1,3
results/tsweep_t12_s2/Qwen3-8B,Rip3 -> RIPK3,3
results/tsweep_t12_s2/Qwen3-8B,Rage -> AGER,1
results/tsweep_t12_s2/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t12_s2/Qwen3-8B,Mig6 -> ERRFI1,2
results/tsweep_t12_s2/Qwen3-8B,SDF-1 -> CXCL12,1
results/tsweep_t12_s2/Qwen3-8B,Il1ra -> IL1RN,1
